ID,Latitude,Longitude
3407999957,-34.72341,19.55186
3407945224,-32.606645,19.208011
3399485880,-2.538724,34.892581
3399418749,-18.951918,23.4453
3399394407,-24.239707,31.770586
3399318231,0.66301,36.815728
3399314008,-2.422487,34.650411
3399229581,-34.313023,19.465313
3399027831,-2.300858,34.941146
3398900398,-18.614357,16.81576
3398898301,-1.525886,35.002023
3398879361,-15.677231,29.364957
3398848548,-1.594402,35.146244
3398836185,-12.995043,31.724869
3398769369,0.571623,37.65283
3398693952,-3.513139,35.711376
3391828302,-2.257723,34.932756
3391675288,-2.219112,34.859517
3391665731,-19.009379,23.860764
3391599152,-19.171798,23.984114
3391542176,-19.129021,23.880185
3391527227,-17.954963,24.858379
3391373956,-24.147376,31.652719
3391339182,-33.11893,19.260248
3391315708,2.257736,31.550055
3391311113,-23.055482,31.202697
3391299109,-24.00019,31.394626
3391290132,-23.835737,31.651845
3389651926,6.45396,81.204636
3389603005,-0.214233,29.910965
3389599792,-27.687176,32.281952
3389279294,12.909202,99.628914
3389267769,-25.325407,31.69693
3389105318,-25.162979,31.617205
3389050156,3.7156,33.678097
3389025523,-0.044289,30.067863
3388985762,-7.672205,38.085823
3388916169,-20.823332,16.646803
3388853913,-20.504522,14.421712
3388839651,-25.162979,31.617205
3388828807,2.416888,31.770405
3388721750,2.416888,31.770405
3388228196,-25.162979,31.617205
3388219391,-7.708951,34.874725
3388018159,-7.708951,34.874725
3387994224,-24.517139,31.245804
3387961366,-24.995159,31.592989
3387690851,2.416888,31.770405
3385142488,12.124831,76.048339
3385077087,34.141746,73.582732
3384992301,-33.769035,19.084216
3384984652,-33.811282,22.890466
3384972302,-25.072917,31.461751
3384964134,10.286389,18.068846
3384923395,-1.760873,12.850505
3384873749,33.642872,73.062434
3384846753,-24.764204,31.644192
3384742782,-25.252667,27.002585
3384739562,-0.389102,36.081897
3384734322,33.646969,73.126525
3384715742,33.752191,73.187724
3384674490,-32.702952,19.309284
3384633535,-23.992277,31.598976
3384527431,-1.226177,36.707685
3384496482,-25.228981,27.169747
3384459255,-1.411152,35.096648
3384420354,-1.446615,35.059488
3384410854,34.040683,73.422378
3384407810,32.845086,74.246124
3384395600,-24.567505,31.50664
3384386180,33.859976,73.37566
3384352187,-13.174637,31.989723
3384344055,34.910884,45.620407
3384238003,12.169398,76.536449
3384234763,33.741461,73.068095
3384183709,-24.283669,31.485939
3384172471,-1.610875,12.802738
3384097169,33.846638,73.211923
3384080658,-24.007736,30.693567
3384046744,32.812385,74.298513
3384036437,-17.930304,25.314172
3384007014,33.708608,73.032983
3383893835,-32.00632,18.903193
3383875184,-33.930233,22.975588
3383869295,25.464946,73.294855
3383856639,-22.916635,29.43063
3356347068,-6.368216,34.885195
3355798491,-25.299841,31.760536
3355795640,-25.315535,31.644678
3355739095,-2.359133,34.804935
3355556518,-25.201212,31.770172
3355414830,-1.294682,35.087638
3355327082,-2.242521,34.900364
3355262423,-2.24461,34.671267
3355258020,-3.130606,34.654866
3355230114,6.297386,81.580734
3355221236,2.228969,31.479487
3355201252,-24.712595,31.506122
3355180850,-3.088214,34.792725
3355169584,-19.187146,16.107733
3355128526,-18.944786,16.299759
3355101948,7.895111,80.54879
3355093132,6.370897,81.531466
3355083093,-3.87746,38.219781
3355076964,-23.969085,31.139958
3355051147,6.227657,81.588955
3355049881,-1.462487,35.074074
3349643210,28,79
3344144910,-18.723545,23.592796
3344131956,-18.735789,23.468722
3344085774,-24.09356,31.529314
3343960169,-19.097457,29.151409
3343937669,-24.110664,30.614956
3343927881,-12.985448,31.868363
3343892611,-12.968613,31.826232
3343889986,-18.94849,22.781313
3343880377,-24.4369,31.324749
3343874304,-24.787794,31.519566
3343769694,-18.876433,22.648573
3343745500,-32.997183,19.542788
3338099522,-19.380369,22.527846
3338095476,-24.6727,31.877836
3338090948,-19.258534,22.563535
3338042510,-1.34336,34.843515
3338035547,-18.360215,23.935584
3337933461,-19.004651,23.864189
3337910811,-28.207257,32.534426
3337872167,-25.07477,31.460281
3337860989,-19.266999,22.476652
3337749036,-18.28302,20.899027
3337743728,-25.103586,31.3958
3337689482,-32.566905,19.019486
3337679131,-18.312194,23.83582
3337553176,-2.316883,34.98388
3337529600,-23.846628,31.561885
3337524600,-25.067047,31.919902
3337399236,-25.704393,20.526586
3337374027,-26.143385,20.499348
3335542500,-19.519998,22.886085
3335498551,-19.208274,22.918973
3335415762,34.102844,77.533093
3335406021,-2.606478,34.663546
3335336685,-34.040067,23.056732
3335227573,-18.879746,23.795889
3334781707,27.002382,91.346924
3334781695,27.44725,90.82106
3333914797,30.61,34.8
3333908397,30.87,34.79
3333110553,-8.123452,112.97376
3330729179,-21.530415,15.763895
3330584341,-24.765816,31.592138
3330548367,-24.755737,31.206393
3330510109,33.669835,73.124948
3330430502,-33.4377,23.542147
3330411071,-24.688992,31.277894
3328079571,26.97529,75.839861
3327991846,34.158482,73.308499
3327970763,-25.293601,31.40925
3327835083,-20.922638,16.798181
3327815609,-24.840218,31.368558
3327797642,-24.944672,31.752867
3327699768,33.613591,73.112772
3325775739,34.058809,73.449064
3325757366,-20.83748,16.641209
3325708821,-0.974053,36.501069
3325688230,-22.381918,28.838918
3325650079,-25.221214,31.861276
3325620515,11.7879,-11.245882
3325584188,-25.323269,31.488856
3325567209,-24.667734,31.683947
3325564687,-24.938633,31.571575
3325562902,-13.190831,31.629177
3325550034,33.656608,73.05745
3323284516,11.375619,76.752711
3321264571,33.740643,73.079204
3321115764,30.067221,80.232825
3320949007,-29.822452,17.409158
3314633344,33.650817,73.101219
3314619373,-23.933843,31.434581
3314456415,-18.963675,17.181423
3314383225,33.624866,73.069975
3314306478,-32.502223,19.321306
3314295460,-33.805452,18.950461
3314242585,33.620523,73.004414
3307491913,35.896172,71.75568
3307334433,-32.591222,19.270055
3307302162,-1.800444,34.681865
3307210018,-25.010351,31.964714
3307210014,-25.106155,31.91852
3307171289,-25.151056,30.18642
3307132916,-27.673711,32.239155
3302488282,-24.620195,31.563709
3302426693,25.123421,73.01354
3302422817,-24.635163,31.50118
3302410511,10.80497,19.829961
3302396573,-28.279689,32.279791
3302391434,-28.306957,32.241032
3302381985,-23.906378,31.442925
3302371116,33.626333,73.096084
3302196338,-24.088221,31.650309
3302107913,33.696482,73.019501
3302031239,-13.194107,31.761419
3301980423,-24.396844,31.979704
3301930329,-25.112228,31.429155
3301912194,-23.848249,31.485294
3301910881,-2.311532,34.609473
3301869433,-13.00292,31.680524
3301857967,-2.733343,34.96222
3301848657,-2.40756,34.991599
3301840414,-7.728027,110.028546
3301839508,25.024121,73.028896
3301834894,-25.201794,31.598509
3301824515,-24.127915,31.685146
3124865823,-2.277669,34.859175
3124799319,-23.843093,31.53755
3124702435,-32.566345,19.152615
3124648028,-23.830282,31.4178
3118494576,30.255981,66.617894
3118490665,34.152498,73.477928
3118466510,-2.244356,34.966619
3118419645,35.957074,71.610234
3118358372,33.656595,73.194856
3118327631,-0.015677,30.182383
3118319499,-24.678016,31.544019
3118308385,-1.628842,12.939321
3118287167,33.63762,73.185312
3118259278,33.712606,73.037828
3118254205,10.204489,76.820966
3117869849,-18.847961,16.529559
3117858301,35.287781,45.323579
3113679354,-23.80399,31.59342
3113678446,-24.986679,31.494854
3113657343,35.046536,45.761624
3113628318,12.535632,77.787328
3113592707,-32.481179,19.309051
3113489440,-24.894769,31.481278
3113437268,-23.986032,31.719843
3113345922,-22.349413,15.177251
3112918618,-34.152102,18.870816
3112840476,-1.688631,12.907654
3112703325,-1.677303,12.923416
3112677981,-1.530801,35.14698
3112656515,-19.277094,23.556039
3112535657,-34.617457,19.544657
3112399488,-1.715442,12.967864
3112382652,-32.538658,19.147035
3112327798,-30.396448,30.441205
3109315869,21.154098,70.442951
3109305042,-24.681942,31.728949
3109228317,-22.92582,31.175724
3109004221,-24.89188,31.690599
3097353721,-25.463609,31.525745
3097338673,-23.959495,31.583645
3097312376,-20.456696,25.03809
3097279783,-23.590225,31.499426
3097277962,0.447872,37.413381
3097271440,-18.978939,29.142442
3097271369,-20.518534,25.09037
3097251423,-20.437214,25.167438
3097173360,-20.422148,25.127745
3097144372,-20.573446,25.063583
3097068384,-20.46759,25.002926
3097051373,-20.555954,25.070191
3097037360,-20.491818,25.127085
3096990404,-20.537353,25.130454
3090950548,-1.58261,35.09569
3090923427,-2.571833,34.963453
3090864473,-2.559751,34.865029
3090860577,-24.824948,31.640517
3090859414,-1.508573,34.975176
3090812504,-3.152056,35.145631
3090804500,-0.194422,30.008754
3090783653,-23.940423,31.528886
3090767090,-24.958963,31.631468
3090766493,-3.18506,35.086915
3090748127,-24.999882,31.644089
3090736605,-0.544236,29.697138
3090690442,-2.69573,34.6424
3090688414,-1.448734,34.884126
3090668108,-24.821047,31.475472
3090632437,-2.56037,34.966886
3090628709,-24.873158,31.725755
3090626479,-2.774599,34.763396
3090618560,-2.7799,34.718061
3090610631,-2.42948,34.862893
3090599427,-1.595055,34.951146
3090598745,15.41666,99.324587
3090566671,-23.991712,31.535491
3090564484,-1.414599,34.825204
3090544458,-1.695828,34.928296
3090531933,-33.882563,23.510661
3090531417,-1.441722,34.83009
3090524635,-3.073543,34.817257
3079894348,-23.17833,31.330746
3079871737,-33.486589,23.583255
3079695396,-23.168038,31.385601
3079686742,-25.066721,31.527911
3079637666,-25.022713,31.707845
3079595774,-33.465678,23.588535
3079575580,-1.297645,34.87151
3079536699,-25.161858,31.586589
3070736396,-18.10004,24.911391
3070629556,-24.358927,31.651057
3070587758,2.358585,31.503407
3070572835,-23.374489,31.249149
3070572710,-4.184923,36.011059
3070563954,-15.81175,34.71272
3070522780,-23.828969,31.536825
3070432768,-23.905757,31.456913
3070403818,-23.835037,31.444318
3070377548,-24.777528,16.946587
3070373980,-15.849241,34.692617
3070305379,-33.661561,18.882526
3070282708,-18.60748,24.071071
3070281429,-33.669681,18.572002
3068128469,-33.912413,19.005235
3068123995,-23.9298,31.524438
3068119459,-24.525698,31.552139
3068106428,-24.587483,31.418705
3068068645,-18.88177,16.746538
3067990553,-34.251885,19.090602
3067871400,-22.657924,31.143168
3067867178,-18.876944,15.690421
3067714071,29.754187,79.154892
3067668825,-24.902,31.413486
3067660530,-33.786698,26.203218
3067610629,-22.706747,31.194135
3067606602,-25.088128,31.42564
3067589563,-25.110346,31.735776
3061762879,-25.347459,31.85747
3061744852,-2.226887,36.304317
3061695582,-24.909855,31.760797
3061651822,-25.361244,31.778057
3061575530,-23.873131,31.244186
3059133354,-24.331893,16.115433
3059131385,-2.411817,34.922243
3059127510,0.575052,37.442709
3059116569,-27.748294,32.221261
3059110713,-3.946878,35.893667
3059095424,0.18791,37.558873
3059020045,-23.945854,31.5549
3059017919,-25.3467,27.027854
3059017913,-24.918818,31.655298
3058996661,-24.816019,31.472454
3058988926,-27.08948,32.485891
3058974996,-8.696361,34.500511
3058947360,-18.835731,16.249098
3058852960,-24.932804,31.48385
3058848305,-27.405242,31.398316
3058808960,-23.916089,31.446927
3058751964,-2.431706,34.991281
3058748072,0.675328,37.589873
3058712917,-19.577133,23.793244
3058711858,-19.011352,16.722926
3044948549,-32.245079,19.081019
3044912431,-2.392284,34.8926
3044906930,-13.361534,31.929353
3044896906,-28.39145,31.864605
3044808929,-1.370116,34.906075
3044808235,6.229288,81.498326
3044802637,-24.635553,31.49597
3044732480,-24.518779,31.339664
3044717948,-1.296283,34.908905
3044691603,-33.875859,19.375094
3044632989,-2.276262,34.876688
3044623445,-24.578877,31.350146
3044579164,6.23203,81.528846
3039497674,-25.357178,31.59863
3039496926,-24.100042,30.863055
3039492547,-24.56802,31.491237
3039470592,-24.410302,31.101668
3039467720,-24.933754,31.851092
3039458655,-24.570942,31.537601
3039445508,-24.025154,30.407849
3039434749,23.703174,81.176878
3039379187,0.53224,37.562742
3039366124,-24.861151,31.72336
3039363882,-1.817538,34.661846
3039320432,-19.215969,16.137887
3039320115,-24.902014,31.543377
3039307767,-18.975475,16.687669
3039307375,-23.952303,31.55502
3039234699,-20.755875,32.133715
3039213808,-24.566575,31.14383
3039185193,-3.097491,35.514433
3039184186,-0.120347,30.081118
3034592121,12.046612,76.626831
3034583818,27.3587,94.8999
3034580356,19.150966,72.883129
3034569853,27.3561,94.899
3034563658,21.1706,70.5964
3032166648,-28.350752,32.542407
3032162609,-27.916219,32.303495
3032150359,-18.70938,24.434166
3032131348,-2.271097,34.81247
3032111561,-25.082618,31.239713
3032064526,-25.103043,31.337505
3032027473,-24.84613,31.534931
3031992976,-1.582733,35.055904
3031936630,-24.107073,31.430775
3031933601,29.52971,78.867265
3031918049,-1.43834,35.399978
3031902329,-23.585291,24.152466
3031889610,-25.053174,31.237227
3031876498,-19.236864,23.155421
3031787729,-24.052809,31.594023
3031766682,-24.052237,31.483128
3031750230,-25.325493,31.61835
3031717479,-25.069161,31.381822
3031713372,-18.736489,24.483226
3031645183,-2.337196,34.944572
3031637287,-18.652086,24.559983
3031625239,-2.200934,34.87676
3026472435,-12.9736,31.537001
3026106885,-8.933333,27.2
3026060009,-8.933333,27.2
3026043024,0.666667,29.733333
3026042008,2.866667,30.85
3026036452,2.866667,30.85
3026028497,1.233333,30.466667
3025850501,0.46667,25.55
3025827095,0.46667,25.55
3025820388,-1.383333,29.033333
3025798737,2.7,30.55
3025755108,9,39.5
3025735304,-8.933333,27.2
3025695998,-8.933333,27.2
3024404061,-8.933333,27.2
3024400381,0.46667,25.55
3024396442,2.7,30.55
3024395983,-8.933333,27.2
3024395173,0.666667,29.733333
3024393225,0.46667,25.55
3024388143,-8.933333,27.2
3024386398,1.233333,30.466667
3024381844,2.866667,30.85
3024377223,9,39.5
3024373196,-8.933333,27.2
3024370705,2.866667,30.85
3024357955,-1.383333,29.033333
3018140825,-25.428252,31.561446
3018127572,-32.571828,19.123998
3018109616,12.181483,76.120732
3018063568,-32.551974,19.014053
3018051591,-32.409471,19.162853
3018020201,-2.841407,35.022085
3018009572,-32.404232,19.097574
3018003605,-32.474941,19.138994
3017999254,-3.863286,35.974093
3017964743,-2.949291,38.177078
3017948589,-32.482409,19.004589
3017941628,-25.054099,30.808246
3014053280,11.824211,76.120149
3014044607,-1.248164,35.413381
3014029730,8.531391,79.918343
3014004782,24.541517,79.889466
3013950211,-25.097863,31.876888
3013864881,-24.997088,31.449887
3008564591,-24.948421,31.523803
3008561584,-18.422145,24.150323
3008556942,-25.356427,31.499384
3008554134,-32.40911,19.031949
3008552922,-24.815425,31.624725
3008540123,-32.562885,19.177699
3008531107,12.199781,76.662795
3008522744,-1.411837,34.998743
3008513028,8.436621,80.07414
3008510592,-25.020826,31.440101
3008473128,-34.184387,18.824078
3008468944,-25.061534,31.473481
3008466864,-24.711165,31.653472
3008446950,8.457456,80.194153
3008444871,6.21631,81.489911
3008420870,-24.117617,31.752296
3005198755,0.584168,37.579707
3005168796,-25.041175,31.749142
3005103876,-24.944784,31.426713
2999164081,-0.177413,30.061208
2999153217,11.866492,76.159039
2999082188,-25.036206,31.292884
2999070627,25.11523,73.158602
2992872108,-18.674732,24.486999
2992821113,-18.637212,24.551206
2992814951,-33.669764,24.593662
2992765063,-14.548588,26.14966
2992671833,-25.25202,31.313759
2992665650,-3.14675,38.361709
2988699341,-15.851701,34.674806
2988654832,-26.365685,20.412056
2988556010,-15.172862,25.957809
2988497155,13.689801,79.571411
2988392742,-20.745194,16.752164
2988331137,-24.901088,31.652125
2988268912,-1.7023,35.338599
2984567951,-23.147453,31.488714
2984536913,-24.900363,31.723805
2984528806,-24.539073,31.963339
2984512958,26.834065,75.723504
2984441992,6.56387,81.57963
2984437519,26.070641,76.458144
2984424901,6.38727,81.265641
2984409472,0.533118,37.451598
2984393555,-33.480075,23.446078
2981187343,-19.130275,27.34843
2981073740,-24.321658,31.679497
2980973793,-24.287937,31.641885
2980869100,-23.129309,31.397473
2980825272,-1.988247,30.770633
2980784032,6.20358,81.475983
2980776889,-15.904099,34.67871
2963954144,-24.869348,31.411134
2963949120,-1.341469,34.981665
2963900128,-25.159997,31.401732
2963885638,-15.987559,34.798092
2963862834,-19.278958,16.158688
2963860713,6.220334,81.387884
2963860666,6.286385,81.47213
2963837130,11.96532,76.219135
2963837025,-1.388321,34.9415
2963805021,-25.323647,31.803039
2901878302,-17.930849,25.188747
2901861302,-21.443035,23.649611
2901850363,-22.299336,16.824306
2901836332,6.217508,81.56389
2901741312,-25.452114,31.475145
2901718789,34.050541,75.172121
2901690119,-24.673555,31.241789
2901632305,-19.192851,23.538636
2901605294,-24.52115,31.620554
2901584644,-21.370476,31.922792
2901581850,-22.719944,31.191393
2901566459,3.777061,29.137691
2901559268,-23.982018,31.571214
2898527637,-0.38288,36.012186
2898518770,6.462333,81.244558
2883243693,26.010945,91.632087
2883174750,-1.320885,35.109571
2883101831,-1.244847,35.09629
2883076806,-1.287114,35.071654
2883032439,-0.394742,36.919998
2882985896,6.599062,81.341042
2874046334,-23.57923,31.551362
2873947670,-1.611903,35.314272
2873750688,-2.489581,34.92875
2868356903,-24.107854,31.559325
2868242079,-24.561875,31.504717
2868228476,-25.287831,27.693303
2868221103,-24.082194,31.189328
2868196690,-25.034239,31.220466
2868093769,-0.204447,36.175634
2864805735,-2.222674,34.964728
2864735665,-24.9986,31.765233
2864562653,-24.125223,31.195543
2862608376,-2.566551,34.838048
2862568814,-24.389393,31.71747
2862523122,-18.691765,24.453625
2862418342,21.10113,70.968384
2862359204,-2.832774,38.136159
2862328568,21.78963,79.362613
2862301279,12.29372,76.415924
2862287586,21.76927,79.210195
2860240502,11.605778,76.789137
2860181130,6.465021,81.733048
2860176075,6.323987,81.460813
2860173758,-2.638378,34.823243
2860140838,-20.923907,16.627764
2860134945,-1.451635,35.078532
2860124720,-2.561661,34.857098
2860036450,-25.299967,31.440732
2859962719,-24.28469,31.57708
2856851461,-2.203977,34.864017
2856765663,2.387293,31.51649
2856716945,-15.779213,29.32629
2856675534,-18.266658,24.008361
2856625750,-25.042988,31.70137
2856619035,12.210831,77.674534
2856615506,20.54984,75.644082
2856570730,-25.851234,20.759356
2856553585,-2.629201,34.976819
2856488923,-2.388702,34.963772
2851301467,-25.191423,31.873893
2851300472,-24.733715,31.570841
2851298519,-25.114639,31.846242
2851296507,-24.773451,31.567931
2851287500,-24.995377,28.105998
2851285602,-24.963341,28.048913
2851285480,6.41552,81.311929
2851283652,-24.922604,28.162941
2851283651,-25.402983,31.529034
2851280524,-25.035922,31.881583
2851278820,-22.866938,29.770937
2851276549,20.36076,79.276693
2851272952,29.519851,78.756343
2851265506,-25.28238,27.119483
2851259586,-24.486436,31.634637
2851257593,-24.643747,31.556219
2851251888,-22.940113,29.630676
2851248677,-25.547333,31.57776
2851243541,-24.706759,31.995865
2851241529,-23.13213,31.398448
2851239688,29.439178,78.646523
2851238505,-24.988423,28.149511
2851235541,-24.843524,28.163853
2851235540,-24.603295,31.564733
2851210004,0.418549,37.449133
2851207253,-24.976051,28.276904
2851197048,26.160759,76.494395
2851196170,26.084061,76.457579
2851194305,-0.61933,35.573844
2851185477,-24.954913,28.183423
2851182548,-24.840621,28.079594
2851175640,-24.871507,28.050657
2851171550,-24.969497,28.153563
2851159595,-24.908636,28.091119
2851155558,-24.829363,28.089554
2851126083,0.57887,37.538575
2851116555,-24.913947,28.124949
2851112779,-23.611485,30.524216
2851108752,-1.588672,35.057074
2851100555,22.281307,80.692076
2851094011,0.52214,37.430197
2851086576,-24.817967,28.128224
2851084423,21.690685,79.375769
2851083433,22.516363,78.430567
2851081422,22.525077,78.482669
2851076831,-22.976856,29.677967
2851074030,0.517935,37.479907
2851073252,-24.997633,28.270568
2851053416,21.782794,79.207811
2851046450,26.939074,75.809065
2851043806,26.862862,75.987867
2851018674,-22.554765,17.492513
2851018283,24.808479,73.048365
2850964276,24.925164,73.172
2850960517,-25.026403,31.436592
2850929586,-24.685345,31.774653
2850925508,-24.867027,28.150932
2850920563,-24.89495,28.068292
2850918583,-24.657322,31.402973
2850915589,-24.959512,31.69578
2850898518,-23.936742,31.553809
2850887597,-24.498795,31.776245
2850885442,-24.816319,28.157548
2850876549,-24.252459,31.617474
2850874544,26.85082,75.882165
2850865513,-2.143444,35.138728
2850858525,-24.606982,31.549355
2850856615,-24.42628,31.950701
2850852564,-25.134408,31.251097
2850821402,6.547687,81.346499
2850812619,-10.630067,33.992449
2850808584,-24.82721,28.336911
2850798383,22.446165,78.555625
2850794762,13.807788,75.502362
2850790509,-24.66844,31.72103
2850786067,0.581392,37.527836
2850784629,-24.982675,28.23959
2850776040,0.49026,37.403048
2850765128,26.100744,76.444974
2850758440,21.797562,79.384503
2850733507,26.947924,75.963213
2850723418,-1.497199,35.049683
2850721531,-24.963356,28.17878
2850712852,12.016133,76.094983
2850710471,21.764444,79.355763
2850706424,22.580066,78.412904
2850701713,-2.546371,34.914981
2850655538,26.829806,75.803987
2850637493,-24.847815,28.107729
2850637378,-1.414559,35.170409
2826505597,-25.352129,31.857131
2826505306,35.573284,45.449244
2826474870,0.538413,37.501157
2826432572,-25.28997,31.843398
2826430861,-1.240339,34.829421
2826429864,-23.863154,31.013716
2826428786,26.812375,75.840654
2826392842,-18.972003,22.508326
2826369790,-18.940626,22.460811
2826334320,35.32293,45.21719
2826310760,26.967806,75.921171
2826298334,-2.222209,34.975002
2826289567,6.459891,81.217524
2826229569,-24.522807,31.595138
2826219181,-24.392229,31.208267
2826193123,6.582143,81.347086
2826168041,-2.286246,34.963885
2826167777,-20.858105,16.42163
2826166309,-25.44621,31.474932
2826138173,6.501972,81.346444
2823431578,26.018772,76.579806
2823398667,6.499225,81.311898
2823397649,22.542146,78.441705
2823394589,-24.671488,31.536663
2823347317,3.698193,29.450242
2823337222,30.435492,78.146875
2823239390,-20.718725,23.503689
2823202638,22.515405,78.411073
2823202432,0.436745,37.583558
2823137960,-20.278918,17.326195
2823136636,-24.261808,30.815128
2823123127,-33.711152,21.473891
2823117379,-34.501943,19.275294
2823065797,-1.437346,35.187411
2818868345,-15.861844,34.782797
2818732147,-1.401501,35.146898
2818707603,12.177566,76.126204
2818700723,-3.859846,35.982883
2818619427,21.759157,79.317959
2818606655,-15.880258,34.723592
2818578083,21.763269,79.340745
2818521593,12.009444,76.075822
2818503287,20.578352,75.712228
2814454915,-25.106543,31.484319
2814436325,-0.969188,36.532475
2814422921,-21.541197,16.338381
2814410032,-28.332595,32.252514
2814354022,43.058814,131.514897
2814330760,-24.983896,31.733124
2814250622,-28.035475,32.490969
2814152932,6.463578,81.505237
2814115855,-7.206911,108.254043
2814098760,-2.240289,34.930128
2814075248,-1.212754,34.946889
2814064509,15.28191,73.862072
2814027537,-24.436354,31.138194
2813956431,-23.821953,31.485161
2813953873,-23.806985,31.510414
2813953508,-24.095643,31.047159
2813902823,6.118067,81.06272
2803167924,-13.004949,31.64136
2803077162,-2.298944,34.64324
2803064938,0.563264,36.952902
2803062090,12.111024,76.189708
2803044333,-25.130265,31.570922
2802994311,-2.393143,34.822223
2802990122,-2.39566,34.957743
2802976511,-28.399882,32.567004
2802935812,-2.913103,37.843342
2802929539,-21.459763,27.003658
2802904639,-24.581382,31.703849
2802875434,0.579148,14.853462
2802874496,-28.056241,32.515781
2802847506,-2.309213,34.802039
2802820768,29.919049,78.385987
2802796411,-28.034211,32.582299
2802765481,-33.632358,19.041137
2802723559,-24.232214,31.716806
2802720081,0.54783,36.863119
2802694908,-13.123608,31.688773
2802643716,-22.663402,31.037517
2802625928,-13.140421,31.723663
2802618234,-33.990921,22.535899
2802604114,-22.674556,31.086128
2802560542,6.585645,80.855012
2802559568,-24.448107,31.763123
2641621601,-1.389278,34.817477
2641609350,-24.35332,31.602777
2641559732,-25.52457,31.48236
2641534686,37.45552,56.094123
2641500845,-1.585447,35.03238
2641496968,0.445137,36.658662
2641444652,-1.56823,35.130403
2641423708,-25.52242,26.907501
2641393656,-1.549767,35.062114
2641368849,-24.045286,30.59503
2641359980,-1.134518,35.288612
2641309046,-19.230051,22.652386
2641304978,0.430877,36.864164
2641303769,-0.36108,36.117385
2634607485,-24.645761,31.965805
2634571025,-19.335671,23.201325
2634514879,-23.806178,31.596433
2634507435,-1.123864,35.207807
2634450659,21.080853,70.548307
2634402605,-1.156643,35.293095
2634301560,-19.035489,16.292113
2634220859,-4.106736,36.061037
2634220108,-14.652108,26.086756
2634157612,-26.250537,20.408993
2634154813,27.435073,85.21514
2634149566,-15.515509,29.607697
2634146052,-33.52104,19.035864
2634056516,-14.778012,26.112814
2634038167,-2.648819,34.93576
2633976135,-14.415136,26.264094
2626669250,-33.431495,19.067416
2626662960,-17.848059,25.001021
2626651838,-19.053635,27.173305
2626642500,-1.49387,35.170823
2626641895,-3.431766,35.658626
2626609555,-24.686385,31.584755
2626587710,-13.014624,31.721134
2626549343,-22.648394,32.463317
2626544278,-24.702403,31.489449
2626516545,-23.955497,31.518794
2626510228,-25.335826,31.447921
2626451824,-2.562911,34.614955
2626429808,-24.981116,31.744631
2626410011,-18.718435,24.045953
2626408868,11.543538,76.859004
2626393252,1.710899,35.001934
2626364638,-23.843991,31.569636
2626318866,-1.53115,35.162558
2626297637,-23.867755,31.547209
2626265972,10.910471,19.761143
2626236643,-1.59806,35.134091
2626226999,-18.90493,22.647802
2626208969,11.47365,76.80923
2626202905,-15.972378,29.44561
2620199456,-23.807727,31.470072
2620104858,-13.069586,31.607868
2620033551,-21.027805,31.80165
2620009925,-24.203702,30.28734
2619991682,-2.536186,34.994169
2619872478,8.23801,80.171032
2611427522,-3.011682,35.535687
2611406997,-1.907634,34.644937
2611367512,-24.92291,31.595773
